Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
48690,0,0,-1,-2,-1,0,0,0,1,0,-2,0,-1,-2,-1,1,0,-1,3,2,0,1,0,0,-1,2,0,0,1,1,-2,0,-1,0,1,-3,-2,2,2,-1,0,2,-1,2,2,0,2,0,1,0,1,1,-1,0,3,0,0,-1,0,-2,INTJ
48691,-1,0,1,-1,1,1,1,0,0,1,-2,-1,-1,-3,-3,-2,3,2,-1,-1,0,2,0,0,-1,2,-2,-1,0,1,-2,0,-1,0,-1,-1,3,-1,2,1,2,-1,2,-2,-2,0,2,0,1,1,0,0,2,0,-2,0,1,-3,-1,-2,ENTJ
48697,1,0,-1,0,-2,1,-1,0,0,0,-2,1,2,1,0,2,2,0,-1,-2,0,-1,0,1,-1,0,0,0,0,-2,-1,0,0,1,-1,1,2,-1,-1,-1,-1,-2,-2,0,2,0,1,0,1,0,0,0,1,0,-1,0,0,0,1,-2,ENTP
48698,0,0,-2,2,-3,0,0,0,-3,0,-1,-2,2,2,-2,3,0,3,1,0,0,-1,0,0,-1,-2,-1,0,-1,-1,-1,0,-1,0,0,0,1,0,0,-2,0,-2,0,-3,3,0,1,0,2,0,0,0,0,0,-2,0,0,-2,0,-3,ENTP
48699,0,0,-2,0,-3,-1,-2,0,2,0,2,0,0,3,3,-3,3,3,-1,2,0,2,0,0,0,-1,-1,0,-1,2,-1,0,2,-1,-3,1,0,-1,0,-1,-2,-2,-1,1,-2,0,-1,0,1,0,0,0,2,0,-1,1,0,2,1,-1,INTJ
48714,0,-1,-3,0,0,-2,-2,0,2,0,0,-1,0,-2,-2,0,-1,-2,-2,-1,0,2,0,0,0,2,1,0,3,2,-1,1,-2,0,2,-2,-2,-2,0,0,-2,0,0,2,-3,0,-2,0,1,0,0,0,1,0,0,1,0,-1,-1,2,INTP
48715,0,0,-1,-1,1,1,0,0,0,0,-1,-2,2,-1,-2,-1,-1,-2,-2,-2,0,0,0,1,-2,3,2,0,1,2,0,0,-1,0,0,-2,-3,-1,1,-1,0,2,-1,0,-3,0,-1,0,-1,0,0,0,2,0,1,0,-1,0,-3,0,INTP
48720,0,-1,0,-1,1,0,-1,1,1,0,-3,1,1,-1,-2,-1,0,-1,0,-2,0,-1,0,0,-2,2,2,0,3,0,3,0,0,0,-1,-1,0,2,2,0,2,-1,-1,2,-2,0,2,0,1,0,0,0,-1,0,2,0,0,0,1,-2,ENTJ
48722,0,-1,-2,-3,-2,2,-2,0,0,0,-2,-1,0,-2,1,-1,-3,0,-2,0,-1,2,0,0,3,-1,1,1,-2,0,0,0,2,0,-2,0,1,3,0,0,0,2,-3,-1,0,0,0,0,2,0,0,0,-1,0,0,0,0,-1,-1,1,ISFP
48723,0,0,0,0,1,-2,0,0,-2,0,-1,-1,0,0,-2,1,0,1,1,0,0,-1,0,0,2,1,3,0,-3,1,-1,0,-3,0,-1,-1,1,-1,-2,0,-2,0,0,-1,0,0,2,0,0,0,-1,0,2,0,-2,0,0,1,0,0,ENTP
48727,0,-1,1,2,-2,0,-2,0,2,1,-2,3,0,-2,-1,-1,3,0,1,1,0,2,0,0,3,-2,1,0,-2,-3,0,0,-1,0,-1,0,0,1,2,-3,-3,0,1,1,2,0,-3,0,-2,0,1,0,-3,0,-1,0,0,1,-1,-1,INTP
48728,0,0,1,-1,0,0,-2,0,-1,0,1,-1,0,1,1,1,2,0,-1,-1,0,0,0,0,-2,0,2,0,0,1,2,0,-1,0,1,-2,2,0,-1,-1,2,-3,0,1,1,0,-1,0,0,0,0,0,0,0,3,0,0,-1,-2,0,INTP
48733,0,0,-2,-2,0,0,0,0,-1,-1,1,1,2,-2,-1,-2,1,1,-2,0,0,0,0,0,2,0,1,0,2,-1,-3,-1,2,0,1,1,-1,0,0,1,0,-1,1,-3,-2,0,0,0,1,0,0,0,1,0,0,0,0,0,-2,-1,ENTJ
48741,0,0,-1,-1,1,1,-1,0,0,0,0,-2,2,0,-1,-1,2,-1,-2,-1,0,1,0,-1,-1,1,-2,0,2,0,1,0,0,0,-3,-2,-1,-2,2,0,-2,-2,0,0,3,0,2,0,0,1,1,0,-1,0,1,1,0,-1,-2,-2,ISFP
48745,0,0,1,0,-3,-2,0,0,0,0,-1,-1,0,-1,0,2,0,-2,0,2,-1,3,0,-1,-3,2,2,0,1,3,1,0,0,0,1,0,-1,0,2,-1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,INTJ
48748,-1,1,3,2,2,-2,-2,0,-1,0,3,-2,1,-1,1,0,2,-2,-3,1,0,2,0,0,2,-1,-1,0,0,1,0,0,0,1,0,-3,-1,-2,0,-2,3,-2,1,2,-1,0,1,0,-2,0,0,0,2,0,1,0,0,1,0,0,INTP
48749,0,-1,3,0,0,0,1,0,-1,0,1,-2,-2,2,2,2,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,3,1,1,0,-1,0,1,-2,0,-3,-2,0,3,0,-1,-2,-1,0,1,0,1,0,0,0,0,0,2,-1,0,-1,-1,0,INTP
48750,-1,0,0,1,-1,-2,0,0,-2,0,0,-2,-1,0,-2,1,-1,2,0,0,0,-2,0,0,3,-1,1,0,0,1,-2,0,-3,0,-1,0,-1,-2,-2,0,-1,-1,-1,-1,-1,0,2,0,2,0,0,-1,2,0,-1,0,0,3,0,-1,ENTP
48752,0,0,-1,-1,-1,2,0,0,1,0,-1,-2,1,-3,-2,1,1,2,0,-2,0,-1,0,0,-2,1,1,0,2,-2,1,0,2,0,1,1,1,2,0,0,0,-1,-2,1,-1,0,1,0,1,0,0,0,-2,0,2,0,0,2,1,-1,ENTJ
48753,0,0,2,-1,-1,1,-1,-1,2,0,-2,1,1,-2,1,-1,2,0,-1,-2,0,0,1,0,1,-1,0,0,-1,-1,2,1,-1,0,0,-1,0,-1,0,-2,-1,-1,1,2,0,0,-1,-1,-2,0,0,0,-2,0,0,0,0,0,1,-2,ISFP
48755,0,0,1,0,-1,0,0,0,-1,0,-1,1,2,-2,3,-2,3,0,0,-1,0,1,0,0,1,-1,0,0,-1,-2,2,0,-3,0,1,0,1,0,-1,-2,-3,-1,2,1,0,0,-1,0,-2,1,0,0,0,0,-1,0,0,-1,-1,-2,ISFP
48758,0,0,1,2,-3,0,-2,0,2,0,0,2,3,-1,2,-2,3,-1,-2,0,0,2,0,0,1,0,0,0,-2,-1,3,1,-2,0,-1,2,2,1,1,-2,-3,-1,0,2,-3,0,0,0,-1,1,0,1,-2,-1,-2,0,0,1,0,-2,ISFP
48762,0,0,-1,-2,-1,-1,-3,0,2,0,0,0,3,-1,-2,3,-1,-2,-2,0,0,0,0,0,-2,2,0,0,1,1,-2,1,-3,0,-1,-3,-2,-1,3,0,0,-1,1,2,-2,1,-3,0,1,0,0,0,-2,0,2,0,0,0,-3,3,INTP
48766,0,0,1,0,1,1,-1,0,1,-1,2,0,1,1,1,-2,-1,0,1,0,0,2,0,0,-1,-1,2,0,2,-1,0,0,1,0,0,0,1,0,0,-3,0,-2,-3,-1,-2,0,3,0,-1,0,0,0,-3,0,-1,0,0,3,0,0,ENTJ
48767,0,0,-3,-1,-1,-3,0,0,2,0,-2,-2,0,1,-1,2,-1,-2,2,-1,-1,1,0,0,-2,0,3,0,-2,-1,-2,0,1,0,2,-2,1,-2,3,-1,-1,-1,-3,-1,1,0,-1,1,1,0,0,0,1,0,1,0,0,1,-1,0,INTP
48773,0,0,-2,0,-1,1,-2,0,1,0,-1,2,-1,1,-1,-2,-3,1,0,-1,0,2,-1,0,1,-1,-2,1,-1,1,-2,0,-1,0,-2,2,2,3,1,-2,-1,1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-1,ISFP
48778,0,0,3,-1,-1,1,-1,0,-1,0,0,0,2,0,3,-1,-1,1,-2,1,0,0,0,0,-1,-1,1,0,0,-2,2,0,-1,0,-2,2,2,0,0,0,1,1,2,1,-1,-1,-2,0,-1,0,0,0,1,0,-2,0,0,1,-2,0,ISFP
48781,0,0,-1,3,1,-2,-1,0,0,1,-1,1,-2,3,1,2,3,-2,1,-2,0,3,0,0,0,1,0,-1,-1,-1,1,0,-1,0,1,1,1,0,1,-1,0,-3,-1,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,2,-3,-2,ENTP
48784,0,0,1,1,2,3,0,0,-3,0,-3,0,-1,-2,-2,-3,2,-2,-1,-1,0,1,0,-1,-1,3,-1,0,0,-1,1,0,2,0,0,1,2,-3,2,0,-1,-2,1,-1,0,0,0,0,2,0,-1,0,1,0,-1,0,0,-3,-2,-2,ENTJ
48785,1,0,2,0,-2,-2,-2,0,2,0,2,1,-2,-1,1,2,1,0,-1,-2,0,1,0,0,-1,3,-2,0,0,-2,0,0,-1,0,-2,1,-2,0,0,-2,1,-2,-2,0,0,0,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,INTJ
48788,0,0,1,0,2,0,-1,0,2,0,0,1,2,0,0,-2,0,1,2,1,0,0,0,0,-1,0,2,0,2,0,2,0,2,-1,-1,0,0,2,2,-1,-1,-1,-1,2,-1,0,0,0,2,0,0,0,-2,0,1,1,0,1,1,0,ENTJ
48790,0,0,-2,-1,-2,-1,-3,0,0,0,0,-3,-2,-1,-1,3,-1,-1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,-2,1,1,0,-1,0,0,-1,2,1,1,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,2,-1,INTJ
48793,1,0,-1,0,-3,-1,-2,0,1,1,0,-1,1,-3,0,3,-1,0,-2,-1,-1,2,-1,0,0,1,1,0,3,-1,-1,0,0,0,1,-2,1,-1,1,1,-1,1,0,0,0,0,-2,0,1,-1,0,0,0,0,1,0,1,1,-2,2,INTP
48799,0,-1,1,0,-1,-2,-1,0,1,0,1,1,-1,0,2,-2,2,0,-1,2,0,-1,0,0,0,0,-2,-1,-3,0,-1,0,2,0,-3,2,-1,0,-1,-2,-1,-1,-2,0,-2,0,-2,1,1,0,0,0,2,0,1,0,0,0,-1,-1,INTJ
48808,1,-1,2,1,0,-1,0,0,2,0,0,-1,-2,0,2,-3,0,-1,0,2,1,-2,0,0,1,3,-1,0,-2,-1,0,1,1,0,-1,0,-1,-1,1,-1,0,-1,-1,-2,-1,1,0,0,3,0,0,0,1,1,1,0,-1,0,1,0,INTJ
48817,0,0,0,0,0,-2,0,0,-1,-1,2,2,1,1,0,1,2,0,-3,-1,0,2,-1,1,-1,-1,1,1,0,0,1,0,0,0,2,0,2,-2,2,0,-1,-2,0,3,1,0,0,0,-2,0,0,0,2,0,1,0,0,-1,-1,1,INTP
48821,0,1,-1,-1,-2,-1,-2,0,1,0,1,-1,0,-2,-3,2,-1,-1,-3,0,0,-1,0,0,-1,1,1,0,0,-1,1,0,-2,0,1,-2,-1,-2,2,1,-2,-1,1,1,-1,0,0,0,3,0,0,0,0,0,1,1,0,1,0,2,INTP
48826,0,0,-1,-1,-2,0,-1,0,1,0,0,-2,-2,0,0,-1,2,0,-1,1,0,0,-1,0,0,1,0,0,1,0,-1,0,2,0,0,1,-2,-1,-2,0,0,-2,0,0,-1,0,-1,0,0,0,-1,1,1,0,0,0,0,2,1,2,INTJ
48835,0,0,-1,-1,0,1,-1,0,0,0,-1,0,-2,-1,-1,2,-2,1,2,0,0,1,0,0,-2,0,0,0,2,0,-1,0,0,0,2,-1,-2,2,2,0,1,2,-2,2,1,0,0,-1,1,0,0,0,-1,0,2,0,0,-2,0,-2,INTJ
48840,0,1,-1,1,-2,-2,-1,0,1,0,-2,-2,1,-2,-1,2,0,-1,-1,0,0,-2,0,0,0,1,1,0,2,0,0,0,-2,0,2,-2,-2,-2,0,0,-2,0,-2,2,0,1,1,0,0,0,0,0,1,1,2,0,0,0,1,1,INTP
48843,1,0,-1,1,-2,0,-1,0,2,0,-1,-1,0,0,3,-1,1,1,2,-2,0,0,0,-1,1,0,2,0,-2,-1,1,0,1,1,2,1,0,-1,0,2,-2,0,-1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,ENTP
48851,0,0,1,0,0,3,0,0,-1,0,0,1,0,-1,-2,-2,0,-1,-3,-1,1,2,1,0,1,2,1,0,2,0,0,0,2,0,2,1,2,-2,0,1,2,-2,0,-2,-1,0,0,0,2,0,0,0,1,1,-1,0,0,1,-1,1,ENTJ
48852,0,0,-2,3,1,-1,0,0,0,0,-1,-2,-1,1,1,0,-1,-3,1,-1,0,0,0,0,2,0,1,0,-1,-1,2,0,-1,0,3,3,1,-2,0,2,-2,0,0,1,3,1,0,0,0,0,0,-1,2,0,-2,0,0,-2,-1,1,ENTP
48860,0,0,-1,0,-3,-2,-1,0,2,0,-2,-1,0,0,1,1,2,0,0,0,0,2,0,0,0,2,3,0,1,2,1,0,0,0,1,-1,1,-1,2,-2,-1,3,-2,0,-2,0,-1,0,0,0,0,0,0,0,3,0,0,0,-3,-1,INTP
48864,0,-1,1,1,-1,-2,0,0,1,0,0,0,-1,2,1,-1,2,-1,-1,1,0,0,0,0,-1,1,-2,0,-2,1,-3,0,2,0,-2,1,-1,-2,-1,-2,-1,-2,0,0,-2,0,-2,0,0,0,1,-1,1,0,-1,0,0,2,0,1,INTJ
48866,0,0,-1,-1,2,0,2,0,-2,0,0,1,0,0,-1,-2,0,0,-2,0,0,2,0,1,-1,2,1,0,0,-1,-1,0,0,0,3,1,2,0,2,1,2,1,1,-3,-2,0,1,0,2,0,0,0,2,-1,-1,0,1,2,-1,0,ENTJ
48868,0,0,1,-1,0,1,-1,0,0,0,0,3,2,-3,0,-2,2,-1,0,0,0,1,0,0,2,-2,1,0,-1,-1,0,-1,0,0,-2,-1,0,0,1,-3,-1,-1,1,2,2,0,-3,0,-2,0,-1,0,0,0,-1,0,1,-1,-2,0,ISFP
48869,1,0,-3,1,-1,-1,-1,-1,0,0,0,2,-3,0,-2,-2,-1,0,1,-2,0,-1,0,0,2,2,2,0,-1,1,1,0,-2,0,1,1,2,-2,2,2,-1,-2,-2,3,1,0,0,0,-1,0,0,0,-1,0,1,1,0,0,-1,-1,ENTP
48873,0,0,-1,2,0,-1,-1,1,-1,0,1,0,3,3,-2,2,1,0,0,-2,-1,-1,0,0,-3,-1,-1,-1,-1,0,1,0,-1,0,1,-1,1,1,1,-1,0,1,2,3,-3,0,0,0,0,0,0,1,2,0,2,0,0,1,0,1,INTP
48874,0,0,-3,-1,0,-2,0,0,2,-1,-2,1,0,-1,0,1,-2,-1,-1,0,-1,1,0,0,-2,2,2,0,1,2,-2,0,-1,0,1,-2,-1,-2,0,-2,-1,2,-2,1,-1,0,-1,0,0,0,0,1,1,-1,1,0,0,0,0,1,INTP
48876,0,0,-2,-1,2,3,-1,0,-1,-1,0,-3,1,-1,-2,0,1,1,1,-2,0,-2,0,0,0,1,0,0,0,-1,1,0,-1,0,-1,3,2,0,-1,-2,0,-3,0,-1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,-3,ENTJ
48877,0,0,1,2,-2,0,1,0,2,0,1,-3,0,1,-1,1,2,-1,-1,-1,1,0,0,-1,-1,-1,-2,0,0,1,-1,0,1,0,-1,1,0,-1,-3,-2,0,-1,-1,1,-1,0,-1,1,0,0,0,0,1,0,1,0,0,-1,1,0,INTJ
48879,0,0,0,-3,-1,1,-1,0,1,0,-1,-1,-3,1,1,1,1,2,-1,0,0,0,0,0,2,-3,-1,0,-1,0,-2,0,-2,0,-1,1,2,1,3,-1,1,0,-1,1,2,0,2,0,-1,0,0,0,1,-1,1,0,0,-1,-2,2,ISFP
48892,0,0,2,1,1,0,-1,0,-3,0,2,-2,0,3,2,3,-1,-2,-1,-2,0,1,0,1,1,-1,1,0,2,0,1,0,0,0,1,-2,-1,-1,3,-1,0,-1,1,1,0,0,1,0,-1,0,0,1,-1,0,-1,0,0,3,-1,2,INTP
48896,0,1,-1,0,-2,0,1,0,-1,0,1,3,-2,-1,2,0,0,0,1,-1,0,1,0,1,-1,0,0,0,-3,-2,1,0,-1,1,-2,2,-1,2,-1,1,2,-2,-1,0,0,0,-1,0,1,-1,0,0,-3,0,2,-1,0,-1,-1,0,ISFP
48897,0,0,-2,-1,1,2,-1,0,2,0,-1,-3,0,-1,-1,-1,1,1,1,-1,0,0,0,0,0,2,-1,0,0,-1,0,1,0,-1,-2,2,2,1,2,0,0,-1,0,2,-1,0,1,0,1,0,0,0,-1,0,3,-1,0,-2,1,-3,ENTJ
48902,0,0,1,1,2,-3,1,0,-2,0,2,0,2,-1,1,2,0,0,-2,1,-1,1,0,0,-1,-1,2,0,1,2,0,0,-2,0,1,-1,0,-2,1,0,2,-1,1,0,1,1,-1,0,0,0,-1,0,0,0,-1,0,0,-1,-1,1,INTP
48904,0,0,-2,-2,-2,-2,-1,1,-2,0,-2,-1,0,1,-2,3,-1,2,2,-1,0,-1,0,0,2,-1,-1,0,0,1,-2,0,-1,0,-1,1,0,-1,0,0,-2,-2,1,-2,1,0,2,0,2,0,0,0,1,0,-1,0,0,1,1,-2,ENTP
48905,0,0,-1,-2,-2,-2,0,0,2,0,0,-2,-2,2,-2,2,1,0,0,2,0,0,0,0,1,2,0,0,3,-1,0,-1,-1,0,1,0,-2,1,-2,-2,2,2,-1,0,1,0,0,0,0,0,1,0,-2,-1,1,0,0,0,3,-1,INTJ
48914,0,0,-2,2,-2,-2,-1,0,2,0,-1,-2,1,-2,-1,3,-3,0,-2,-1,-1,2,0,0,-3,0,-2,0,-2,0,-3,0,3,0,2,-1,-1,-2,2,-3,-1,2,-2,1,0,0,1,0,3,0,1,0,1,1,1,0,0,1,-2,3,INTP
48930,1,0,-2,0,-2,-2,2,0,0,0,0,-2,-2,1,-1,0,1,1,-2,1,-1,2,0,0,1,1,-1,0,0,0,0,0,2,0,-1,3,-3,1,-1,0,-2,-2,-2,-1,-1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,INTJ
48935,0,0,-1,-1,-1,-3,0,0,2,0,-2,0,0,-1,2,3,-2,-1,3,1,0,3,0,0,-2,2,3,0,2,0,0,0,0,0,1,0,-3,1,2,-1,-1,-1,1,-1,1,-1,1,0,1,0,0,0,0,0,1,0,0,-3,0,-3,INTJ
48937,0,0,-1,1,0,-1,-2,0,-2,-1,0,-1,1,2,1,0,0,2,2,0,0,0,0,0,1,-1,-1,0,-2,-1,-1,0,-1,0,-2,0,1,-1,-2,-1,-1,-2,1,0,2,0,1,0,2,0,0,0,1,0,-2,0,0,0,-2,-2,ENTP
48938,0,0,-1,-1,-2,-3,-2,0,1,0,-1,-2,0,-1,-2,0,1,0,-3,-3,0,0,0,0,-1,2,2,0,0,2,1,0,-2,0,3,-1,-2,-1,1,-2,-2,1,0,1,-3,0,0,0,1,0,0,0,2,0,1,0,0,1,-1,0,INTP
48939,0,0,0,-1,-1,1,-1,0,0,0,0,1,-1,1,1,1,2,0,1,-2,0,-2,-1,0,0,-1,-2,0,-2,-3,-2,0,0,0,-1,0,1,0,-1,-1,-2,-1,-1,0,2,0,1,0,2,0,0,0,0,0,-2,1,0,2,0,-2,ENTP
48949,0,0,3,0,2,0,-3,0,1,0,-2,1,1,-2,-1,1,1,2,-1,2,0,0,0,0,0,0,2,0,-1,0,-1,0,-1,0,0,2,-1,0,3,1,1,-1,1,1,1,0,1,0,-1,1,0,0,-1,0,-2,0,0,3,1,-1,ISFP
48951,0,1,0,-1,-2,0,-3,1,2,0,0,-1,2,0,-2,2,-2,-2,-1,-1,0,3,0,-1,-1,0,0,0,2,0,-3,0,-2,0,0,-2,0,0,2,0,0,0,2,2,1,0,-2,0,2,1,1,1,-3,0,-1,0,0,1,-2,2,INTP
48953,0,0,0,0,-1,1,0,-1,0,0,-2,2,-2,1,1,-1,-2,1,1,0,0,0,0,0,2,-1,0,0,-2,-3,-1,0,-1,0,-1,0,2,0,1,-2,1,2,0,-2,1,0,3,0,-2,0,1,0,-2,0,3,0,0,-2,-2,-1,ISFP
48955,0,-1,-1,-1,-1,-1,-2,0,1,0,-2,-2,-2,3,1,-3,1,-3,2,1,0,-2,0,0,0,1,0,0,-1,-2,1,0,0,0,2,3,3,-1,0,2,-2,0,0,2,2,0,0,0,-3,0,0,0,1,0,2,0,1,2,-1,1,ENTP
48961,0,0,1,-3,-3,-2,1,0,2,0,-2,-1,-2,0,0,3,0,-1,-1,0,-1,1,0,0,0,2,1,0,2,-1,0,0,-1,0,1,-1,-1,1,-1,-1,2,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,2,0,0,-1,0,2,INTJ
48964,0,1,1,3,-1,-1,-1,-1,2,0,-1,2,0,-2,1,-1,2,2,0,0,0,2,-1,0,0,0,2,0,0,-1,0,0,-1,0,0,1,2,-1,2,0,-1,-1,0,1,-1,0,-1,0,-1,0,0,0,0,0,-3,0,0,2,0,-1,ISFP
48966,-1,0,0,0,1,-1,1,-1,-1,0,-1,3,0,1,0,0,-1,3,-1,0,1,1,-1,0,-1,-1,-1,0,-3,-1,-2,0,2,0,-2,0,1,1,-1,-2,-2,2,-3,-2,2,0,0,0,0,0,0,0,-3,0,0,0,0,0,1,-2,ISFP
48968,0,0,0,-3,-3,-2,-2,0,3,0,1,-2,-1,0,-1,2,-1,-1,-3,0,1,1,0,0,-3,3,1,0,3,0,-1,0,-2,0,3,1,-2,-1,1,-1,2,1,0,-1,-1,0,2,0,-1,0,0,-1,0,1,1,0,0,-2,2,-1,INTJ
48970,0,-1,0,0,-3,-1,2,0,2,0,1,-1,2,0,1,0,1,-2,-2,1,0,3,0,0,2,1,3,0,-1,-1,2,0,-1,0,-1,0,2,1,0,-3,-1,-1,3,2,-1,0,-2,0,-3,0,0,0,-2,0,-1,0,-1,1,-2,0,ISFP
48971,0,0,-1,2,-1,-2,-1,0,1,0,-1,1,-1,1,0,-1,2,0,2,-1,0,1,0,0,0,0,1,0,-2,1,2,-1,-1,0,1,0,3,-1,1,-1,-1,-2,-2,2,-2,0,-2,0,1,0,-1,0,2,0,2,0,-1,2,0,-2,ENTP
48972,0,0,1,1,3,-2,-2,1,-2,0,0,-1,0,1,2,1,1,-2,1,-1,0,2,0,0,-1,-2,1,0,2,1,1,0,-1,0,1,-1,1,1,1,-1,1,2,3,1,-1,0,2,0,0,0,0,0,-1,0,1,0,0,2,-1,1,INTP
48977,0,0,2,3,1,2,-1,0,0,0,2,1,0,3,2,-3,-1,3,-3,1,0,2,0,0,2,-1,-3,0,0,0,3,0,0,0,-3,2,3,0,1,-2,-2,-1,3,-2,2,0,0,0,-2,0,0,0,0,0,-3,0,0,1,-3,-2,ISFP
48978,0,0,-1,-3,-2,0,-2,0,1,0,-2,-1,0,-1,-1,0,-1,1,3,2,0,2,0,0,-1,2,1,0,2,0,-2,0,-2,0,1,-2,-2,0,2,0,0,2,-1,1,0,0,2,1,2,0,0,0,0,0,1,0,0,-2,2,-2,INTJ
48979,0,0,-1,2,0,-2,-2,0,1,0,-2,0,0,0,2,-2,1,-1,0,-2,0,2,0,-1,1,-1,2,0,-3,-2,0,0,-1,0,2,2,1,-1,1,0,-1,-1,0,2,1,0,-2,0,1,0,0,0,3,0,2,0,0,2,-1,0,ENTP
48982,0,0,-1,-1,-1,3,-2,0,0,0,-1,-1,1,0,2,-1,-1,-1,-1,1,0,0,0,0,2,-2,-2,1,-1,-1,-1,0,-1,1,-2,0,2,-2,2,-1,1,2,-1,0,2,0,0,1,3,0,0,-1,0,0,0,1,0,-2,-2,1,ISFP
48986,0,0,1,2,-1,-1,-1,0,-1,0,1,1,1,-2,1,-3,3,2,-2,2,0,1,0,0,1,-2,2,0,-3,0,3,0,-1,0,0,2,3,-2,2,0,-2,1,2,-2,1,0,1,0,0,-1,-1,0,-1,0,0,0,0,2,2,-3,ISFP
48993,-1,1,-1,-1,0,1,1,0,-2,-1,0,-1,1,-1,-2,-2,2,2,-2,-1,0,2,0,0,3,1,3,0,-1,-2,-1,0,2,0,0,-2,1,-1,1,1,0,-3,1,-2,-2,0,2,0,-1,0,1,0,3,0,-2,0,1,0,-1,1,ENTJ
48996,0,0,1,2,-2,-1,-2,0,-1,0,0,0,3,2,-1,2,0,2,2,-1,0,-2,0,0,0,-1,0,-1,-2,-2,0,-1,0,0,-1,2,2,1,0,-3,-2,-2,-2,-1,2,0,0,0,1,0,0,0,-1,0,-1,0,1,0,-2,-2,ENTP
48999,0,0,0,-1,1,-2,0,0,-1,1,0,-1,-1,-1,-2,1,-2,-2,2,1,-1,2,0,-1,-3,1,1,0,2,0,1,0,2,0,0,-2,-1,1,3,-1,0,2,-2,1,2,0,-2,0,0,0,0,0,0,-1,0,0,0,-2,0,-1,INTJ
49003,0,1,-3,1,-3,-1,1,0,-1,0,-1,0,-3,2,2,-3,3,-2,2,-2,1,2,0,0,0,1,1,0,-2,-2,0,0,-1,0,1,2,1,-1,2,2,-1,-2,1,1,1,0,0,0,-2,0,0,0,2,0,2,0,1,1,1,-1,ENTP
49005,0,0,1,0,-1,0,0,0,0,0,-1,-2,1,-2,-2,0,-2,-2,-1,2,0,0,0,0,-2,3,1,0,0,2,-3,0,-1,0,2,-2,-3,1,1,-1,2,1,-1,2,2,0,2,0,1,0,0,0,-1,0,1,0,0,-1,1,-1,INTJ
49012,0,0,-2,-1,2,0,-2,0,2,0,-3,3,-2,2,-2,-2,-1,1,2,2,0,1,0,1,2,2,0,0,2,-2,-3,0,-1,0,-1,1,-1,2,1,-2,2,2,0,-3,-1,0,3,1,1,0,0,0,-2,0,1,0,0,-2,1,-2,ISFP
